Name,h1,h2,N1,N2,vocabulary,length,volume,difficulty,effort,time,bugs,MI,CC,CCL,CCO,CEE,CI,LDC,LLDC,CLLC,CLC,NCR,CR,CEG,TLLOC,TLOC,TNCL,TNFI,TNM,TNOS,TNPKG,TCLOC,TNDI,WarningBlocker,WarningCritical,WarningMajor,WarningMinor,WarningInfo
MLflow,2.117079058539529,16.989136994568497,10.7954133977067,20.68316234158117,19.106216053108028,31.47857573928787,211.11144118677578,1.251686299626992,1384.016608138538,76.88981156325214,0.07037048039559206,79.59739738976278,2.613584790669583,363,1341,5218.6015625,1072,16189,13254,0.067737877368927,0.06744545698165894,0.07920381426811218,0.0857388898730278,1.0015908479690552,195666,240031,854,1656,10787,71754,707,33286,710,0,9717,8123,5536,0
Mycroft,2.4183673469387754,13.374149659863946,8.982993197278912,16.843537414965986,15.79251700680272,25.8265306122449,166.32267387359616,1.4166882581431604,1531.100371358553,85.06113174214187,0.055440891291198814,82.90886514857715,2.7431688237209535,3,8,3.625,6,138,88,0.00338175380602479,0.004009297117590904,0.0625,0.0008838674984872341,0.06863100826740265,26022,34420,285,293,2115,12480,121,9330,124,0,618,610,934,0
Neural Prophet,4.438202247191011,36.73033707865169,27.775280898876403,52.46067415730337,41.168539325842694,80.23595505617978,586.6776309175153,3.031384082454526,6584.384880699003,365.7991600388335,0.19555921030583842,77.24046054537395,4.4563913885412605,23,115,515.1333618164062,53,1242,1116,0.06038634106516838,0.0588793009519577,0.14420290291309357,0.06709593534469604,1.0744519233703613,18481,21094,46,89,481,7051,35,6464,38,0,131,308,1780,0
NNI,3.984873949579832,20.816806722689076,14.650420168067226,27.68487394957983,24.80168067226891,42.33529411764706,261.22695036189816,2.650006163638449,2118.1885454251433,117.6771414125083,0.08707565012063263,76.19124675533962,2.9560389561693814,134,1203,2207.017578125,308,11447,9407,0.08858315646648407,0.08270774781703949,0.2530636191368103,0.2932681441307068,3.8071341514587402,106194,138403,1452,1172,7031,51219,416,30317,419,0,4211,3302,11551,0
Numpy,4.967189728958631,60.34522111269615,50.827389443651924,91.24679029957204,65.31241084165478,142.07417974322397,1144.1895183906254,3.891111983834781,16757.236309803782,930.957572766877,0.381396506130208,66.92563666912837,2.6442847000581353,101,715,2344.466796875,268,8105,4421,0.021764280274510384,0.03278337046504021,0.09460946917533875,0.0388721264898777,0.5009373426437378,203131,247229,1754,682,10938,81220,186,74709,189,0,27727,6156,18494,0
ONNX,0.5071449402158064,2.909886264216973,2.3400408282298044,4.194808982210557,3.4170312044327793,6.534849810440361,41.846748550029865,0.36135887157102276,406.8941374131443,22.605229856285767,0.013948916183343313,96.87942669660332,2.556524754595784,166,608,949.7000122070312,404,10583,9646,0.1307435780763626,0.11722029745578766,0.10583764314651489,0.13267435133457184,1.9348739385604858,73778,90283,613,3429,3077,23266,2932,7737,2935,0,3424,282,5929,0
Open-Assistant,1.9849624060150375,9.209022556390977,6.619548872180451,12.475187969924812,11.193984962406015,19.094736842105263,113.70125770854733,1.3068994342833988,953.981226332333,52.99895701846286,0.03790041923618251,85.39859006208107,2.907494824535195,20,127,53.375,52,1214,980,0.03169264644384384,0.030801238492131233,0.15625,0.07556512951850891,1.8996614217758179,30922,39414,338,649,1501,10925,337,3977,340,0,519,444,3264,0
OpenAI Baselines,5.378205128205129,26.166666666666668,18.525641025641026,35.15384615384615,31.544871794871796,53.67948717948718,327.94942974241286,3.5322356924520286,2637.2310875474113,146.51283819707834,0.10931647658080426,68.5649940069629,2.7481614821070055,1,16,88.0,2,82,76,0.005738014355301857,0.004906653892248869,0.5,0.049528125673532486,1.1061509847640991,13245,16712,127,156,1002,7825,25,2933,28,0,625,264,2142,0
OpenAI Python API library,1.2078431372549019,10.058823529411764,7.67843137254902,14.129411764705882,11.266666666666667,21.807843137254903,128.93408336997084,0.8437939529620332,710.7598082345165,39.4866560130287,0.04297802778999028,83.74708543247849,2.170522620692812,66,383,611.861572265625,183,4848,3144,0.1277373731136322,0.1602115035057068,0.20830096304416656,0.47453346848487854,7.382058620452881,24613,30260,486,240,1403,5509,46,5447,49,0,265,200,1354,0
OpenVINO,2.1319444444444446,12.018849206349206,8.286210317460318,15.655753968253968,14.15079365079365,23.941964285714285,141.55172083661492,1.4102443836440433,924.348056214615,51.35266978970082,0.047183906945538145,83.98964602835251,3.2109319400195853,234,1223,9344.34765625,679,15172,12952,0.08558665961027145,0.08023735135793686,0.18759022653102875,0.16874255239963531,1.8454786539077759,151332,189089,1774,2014,7965,55489,745,36453,748,0,2796,2955,8794,0
Optuna,4.417948717948718,26.182051282051283,19.73076923076923,36.717948717948715,30.6,56.44871794871795,364.54366084585973,3.001935737316209,3068.3271429778183,170.46261905432328,0.12151455361528654,71.60930726184158,3.2148348845094485,44,330,550.727294921875,96,2743,1757,0.03464526683092117,0.04262162744998932,0.1597796231508255,0.09862437099218369,1.5625511407852173,50714,64357,303,386,2717,19404,79,12407,82,0,2690,1258,1851,0
Paddle,4.122579466569237,24.9165144318597,19.754110339788088,35.6200219218122,29.039093898428938,55.374132261600295,356.3288308668572,2.8785541830903028,3274.0793108937273,181.89329504965312,0.11877627695561913,69.37261045860078,3.228818072455524,2218,16418,177732.328125,6068,142670,123748,0.12186349928379059,0.11226335912942886,0.0973123088479042,0.21622797846794128,1.7885862588882446,1015464,1270851,17505,5467,61783,427393,800,207606,803,0,77116,30550,60786,0
Pandas,5.007551919446192,45.15921963499056,33.583385777218375,61.6979232221523,50.16677155443675,95.28130899937068,683.2392407204193,3.419751097740376,6638.8437293030365,368.824651627945,0.22774641357347286,61.49117823521468,2.7166224454238317,159,557,1551.1334228515625,341,10863,7830,0.017806218937039375,0.01960320770740509,0.0870719850063324,0.010885217227041721,0.1481637805700302,439734,554144,2063,1516,27076,186063,254,94470,257,0,16787,13010,21488,0
Pocker,3.4634146341463414,33.609756097560975,24.341463414634145,46.74390243902439,37.073170731707314,71.08536585365853,503.86596790512846,2.317718087000285,4162.6683248572235,231.25935138095676,0.1679553226350429,75.11268085285428,4.382145281532753,16,100,1550.6666259765625,34,263,235,0.021698983386158943,0.020117800682783127,0.125,0.0847029834985733,1.1529289484024048,10830,13073,66,82,499,5231,26,1073,29,0,51,576,1377,0
Pybrain,3.50968992248062,21.912790697674417,16.521317829457363,30.78875968992248,25.42248062015504,47.310077519379846,308.241254771109,2.335931278653412,2324.27146502085,129.12619250115822,0.1027470849237029,79.41282384904912,2.629555604199294,20,125,44.400001525878906,53,1034,923,0.03487493470311165,0.027139820158481598,0.17555555701255798,0.056202929466962814,1.481552004814148,26466,38099,465,516,2235,14550,148,8822,151,0,2171,1280,7000,0
PyCaret,3.8541666666666665,27.229166666666668,22.203125,40.375,31.083333333333332,62.578125,435.9825516763872,2.667678634748008,4638.290790010216,257.6828216672343,0.14532751722546244,72.27520311041224,2.9421135713493443,109,1028,7378.716796875,273,6868,5306,0.08723530173301697,0.09568258374929428,0.2023584544658661,0.404217928647995,4.5354204177856445,60824,71779,260,192,1765,15388,49,27303,52,0,1092,954,2107,0
pycm,3.4186046511627906,56.76744186046512,38.674418604651166,75.65116279069767,60.18604651162791,114.32558139534883,924.3495457760441,2.117868501745842,5848.548961710786,324.9193867617103,0.3081165152586815,79.69178056912365,2.657233030137312,4,30,2.0,8,170,108,0.013416148722171783,0.011947431601583958,0.1666666716337204,0.025672879070043564,3.702120542526245,8050,14229,15,43,296,2399,12,8688,15,0,56,63,1958,0
PyMC,6.793859649122807,58.43421052631579,44.35087719298246,80.7280701754386,65.2280701754386,125.07894736842105,919.7017498883869,4.503280378748102,9527.717699729254,529.3176499849582,0.30656724996279583,63.324464554712556,3.244879279664624,23,250,149.33334350585938,46,1506,1152,0.017338169738650322,0.017922384664416313,0.21256038546562195,0.10885186493396759,2.174006938934326,66443,84029,724,223,3566,25545,54,21055,57,0,4428,1771,5679,0
Pyro,5.837555886736214,38.75558867362146,30.94634873323398,55.05812220566319,44.59314456035767,86.00447093889717,570.1938899902782,3.9924338927373,4876.397421389966,270.9109678549981,0.19006462999675974,67.86127307934171,2.8925169386007847,60,313,449.5833435058594,124,3943,3515,0.033813681453466415,0.03056683950126171,0.20000000298023224,0.046078961342573166,0.754349410533905,103952,128996,721,667,6130,43901,106,26470,109,0,12068,2421,7832,0
PyTensor,6.655086848635236,86.64516129032258,66.71960297766749,123.46898263027295,93.30024813895781,190.18858560794044,1573.469678923663,4.536165950339147,19108.936942211658,1061.6076079006486,0.5244898929745543,56.48726636675162,3.9074571106867597,88,698,858.965087890625,205,6236,4039,0.025350062176585197,0.03108937479555607,0.1293831169605255,0.08899403363466263,1.3172359466552734,159329,200583,1111,400,8852,68070,79,36284,82,0,4476,4974,18792,0
PyTorch,4.564951497258541,40.060312104597216,29.878954027836357,55.193378321383385,44.62526360185576,85.07233234921974,652.7100838860827,3.0204640603933104,7965.933613192618,442.5518673995886,0.21757002796202748,69.87334335087559,2.5553872499614005,756,4250,11076.775390625,1897,44126,34779,0.029798302799463272,0.0301092229783535,0.07452578842639923,0.03100445866584778,0.33292877674102783,1167147,1465531,12722,4695,82766,512045,1180,205233,1183,0,101181,47802,125983,0
Pytorch image models,8.724907063197026,47.80297397769517,39.44237918215613,73.1635687732342,56.52788104089219,112.60594795539033,744.1164651987805,6.604659796458665,8530.622046581888,473.923447032327,0.2480388217329268,59.05260717276751,4.136623718769368,23,173,604.625,52,1213,1063,0.015702320262789726,0.014525380916893482,0.16847826540470123,0.028542622923851013,0.44565463066101074,67697,83509,710,269,4154,27520,23,11292,26,0,987,875,7477,0
qlib,4.912832929782082,23.544794188861985,16.602905569007262,31.113801452784504,28.45762711864407,47.71670702179177,300.057378331801,3.1587426181156153,2735.6737909562294,151.9818772753461,0.10001912611060042,75.52530932880202,2.741801453469701,40,686,8345.0,160,3180,2589,0.04689367860555649,0.04628888517618179,0.20749999582767487,0.5454301834106445,6.033254623413086,55210,68699,686,413,3261,21878,135,18766,138,0,1272,971,4864,0
Rasa,2.9345549738219896,21.56151832460733,13.674083769633508,25.29581151832461,24.49607329842932,38.96989528795812,249.90645589360733,1.7084040203395123,1469.8678704692156,81.65932613717868,0.08330215196453566,74.76965648979406,2.3315981811636997,121,416,258.4285888671875,276,6720,4920,0.03686000779271126,0.041334766894578934,0.09012199938297272,0.022082291543483734,0.3975461423397064,133478,162575,555,757,6670,37544,273,21513,276,0,4990,2299,2176,0
Ray,3.51358574610245,21.670824053452115,14.875055679287305,27.93118040089087,25.184409799554565,42.806236080178174,272.0876262649702,2.2195449324168948,2092.450160305054,116.24723112805792,0.09069587542165639,75.00088140516989,3.104391986434674,504,7153,170033.125,1398,28420,23254,0.03713931143283844,0.03583189845085144,0.14345189929008484,0.8600844144821167,7.1292195320129395,626129,793148,5403,4479,34640,227198,1358,149343,1361,0,21472,20059,24696,0
Recommenders,3.0034129692832763,20.092150170648463,14.023890784982935,26.208191126279864,23.09556313993174,40.232081911262796,246.65245624521035,1.9881070830170422,1610.5185117357034,89.47325065198365,0.08221748541507014,78.573675801717,2.7852952925345007,45,290,203.98947143554688,105,3574,2913,0.08253293484449387,0.0838652178645134,0.10413255542516708,0.07634390145540237,1.4354583024978638,35295,42616,99,293,1355,11911,121,8826,124,0,333,787,1956,0
Redash,1.6894273127753303,5.97136563876652,3.6806167400881056,6.958149779735683,7.6607929515418505,10.638766519823788,50.49610361474836,0.982994152215597,211.17612617638935,11.732007009799421,0.016832034538249448,80.31094130748976,2.4053691824922643,12,83,30.8125,26,661,467,0.016128474846482277,0.017857626080513,0.1128472238779068,0.022267311811447144,0.6495774388313293,28955,37015,442,454,2231,12717,194,1579,197,0,703,486,1942,0
river,3.8957915831663326,17.661322645290582,12.414829659318638,23.671342685370742,21.557114228456914,36.08617234468938,208.81879280045482,2.565888633285167,1540.1972062202149,85.56651145667857,0.06960626426681843,75.20669414350758,2.670794036127931,16,146,236.60000610351562,34,1144,646,0.011968282051384449,0.01788170635700226,0.15000000596046448,0.03816511109471321,0.6981686949729919,53976,63976,609,487,2846,13828,83,27365,86,0,780,615,3364,0
RLAgents,3.152941176470588,14.588235294117647,10.594117647058823,19.941176470588236,17.741176470588236,30.53529411764706,190.0591011904063,2.0439714444115538,1710.977454077946,95.05430300433036,0.06335303373013544,85.22967058769446,2.452006093627209,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,7914,9764,113,170,710,4184,99,1674,102,0,114,272,959,0
scikit-learn,6.089478859390364,47.581120943952804,35.80137659783677,65.34611602753196,53.670599803343165,101.14749262536873,720.8117380519452,4.153817491048065,7451.790321023652,413.9883511679805,0.2402705793506485,66.64270529761225,2.922112058173359,100,446,955.6190795898438,224,6116,4535,0.015027354471385479,0.01579631119966507,0.1254761964082718,0.011867562308907509,0.17293688654899597,301783,387179,904,1015,10294,92749,179,132470,182,0,2997,7090,22098,0
Scikit-multiflow,4.900602409638554,27.572289156626507,19.930722891566266,38.27710843373494,32.47289156626506,58.20783132530121,365.5792082893633,3.365014155485402,3069.418623710687,170.52325687281592,0.12185973609645448,71.71166945718481,3.201388693788283,112,1343,6475.6865234375,480,5550,3735,0.0940806046128273,0.1179671362042427,0.1832142025232315,1.1064387559890747,12.54144287109375,39700,47047,215,332,1732,15148,62,17832,65,0,167,690,3135,0
SciPy,6.124793388429752,90.76611570247934,78.57190082644628,139.499173553719,96.89090909090909,218.0710743801653,1886.291390258081,4.576573322320537,26204.51344326928,1455.8063024038477,0.6287637967526946,66.46806823952089,2.3986417018785557,169,884,1204.5467529296875,391,14397,5780,0.015721431002020836,0.0317840538918972,0.10533859580755234,0.03433847427368164,0.48405537009239197,367651,452963,2168,1189,18978,140357,309,164732,312,0,5585,9229,48068,0
Scrapy,2.7289972899728996,11.208672086720867,7.170731707317073,13.235772357723578,13.937669376693767,20.40650406504065,105.42687747658151,1.599863627432929,486.004849045976,27.00026939144314,0.03514229249219387,72.45711749237937,2.2555212699718536,29,80,155.1666717529297,62,1483,1235,0.025411000475287437,0.0247604101896286,0.08908046036958694,0.00841203611344099,0.16675643622875214,48601,59894,1184,362,4300,20401,60,5000,63,0,1352,1062,2639,0
seaborn,4.849397590361446,61.3855421686747,41.57831325301205,78.25301204819277,66.23493975903614,119.83132530120481,967.726448314289,3.1275853114946384,10189.790022704503,566.0994457058059,0.32257548277142956,68.96714910085564,3.693299455995625,16,163,458.857177734375,39,832,543,0.013317636214196682,0.015446022152900696,0.1428571492433548,0.043705396354198456,0.713110089302063,40773,53865,275,162,2572,21243,25,6937,28,0,702,1627,4969,0
Snorkel,2.0256410256410255,8.301282051282051,7.314102564102564,12.679487179487179,10.326923076923077,19.993589743589745,107.13007184445486,1.4017276430167218,736.2947319445738,40.90526288580967,0.03571002394815159,81.49976586718275,2.794479742826654,8,26,138.3000030517578,18,466,299,0.02696365676820278,0.0341092087328434,0.2083333432674408,0.04108576104044914,0.8334604501724243,11089,13662,152,156,649,3980,49,4172,52,0,361,212,785,0
Sonnet,2.8010752688172045,11.091397849462366,7.741935483870968,14.204301075268818,13.89247311827957,21.946236559139784,115.26176590933764,1.8118939434937344,663.2198856227267,36.84554920126259,0.03842058863644585,80.05700961827628,1.992426978643608,4,28,60.0,8,203,138,0.008341897279024124,0.00888052862137556,0.1666666716337204,0.016186771914362907,0.3953425884246826,16543,22859,323,186,1313,6678,55,6209,58,0,577,9020,1402,0
spaCy,2.193842645381984,16.789053591790193,11.538198403648803,21.96237172177879,18.982896237172177,33.50057012542759,215.41218101580833,1.4214996487149014,1399.512038505234,77.7506688058464,0.07180406033860279,78.88665806627543,4.6233747948755175,38,412,384.20001220703125,93,2568,2177,0.019725456833839417,0.02087228000164032,0.27105262875556946,0.11659493297338486,1.9589450359344482,110365,123034,130,868,3124,26443,209,8459,212,0,790,1387,2235,0
Stable Diffusion webui,5.690476190476191,38.035714285714285,27.96031746031746,53.05555555555556,43.726190476190474,81.01587301587301,576.1884778242223,3.8152010654113813,6536.292174026668,363.12734300148145,0.19206282594140764,62.54920413076638,4.148005605641106,96,702,12402.111328125,360,2306,2008,0.06592252105474472,0.05780318006873131,0.23842592537403107,1.4687787294387817,15.457914352416992,30460,39894,314,251,1981,18946,48,2823,51,0,626,679,5454,0
Stanza,5.265560165975104,32.54979253112033,22.649377593360995,42.8402489626556,37.815352697095435,65.4896265560166,421.8292581422905,3.42796070179164,3607.3114339753993,200.40619077641105,0.1406097527140969,68.90054751048378,4.303277337743982,25,310,199.4375,64,1307,543,0.009413029067218304,0.017241379246115685,0.18449999392032623,0.05181174725294113,0.978379487991333,57686,75806,260,481,2991,30167,59,15122,62,0,2414,2100,5754,0
Statsmodels,5.523809523809524,78.15254237288136,71.75706214689265,108.57869249394673,83.67635189669087,180.33575464083938,1558.5728712531027,3.9514994073146195,11478.754246805522,637.7085692669738,0.5195242904177008,66.63768417669358,2.2085906521948258,316,1592,6241.1865234375,861,20006,14781,0.04539340361952782,0.04805830493569374,0.1022481694817543,0.059693433344364166,0.6830645799636841,325620,416286,2168,1236,12087,110890,225,126164,228,0,4398,8648,21352,0
SuperAGI,1.7367387033398822,7.94106090373281,4.990176817288802,9.63261296660118,9.677799607072691,14.62278978388998,68.99351323684256,1.0552059911949185,251.67689745266722,13.98204985848153,0.022997837745614258,80.89639486756992,2.5311745328151183,11,66,44.900001525878906,24,623,483,0.01861989125609398,0.019039761275053024,0.1818181872367859,0.027872012928128242,0.7326053380966187,25940,32721,396,509,1603,10383,112,5997,115,0,1354,1265,3104,0
TensorFlow,3.190865576386119,22.379337854008774,16.8968887116075,30.295771838851216,25.570203430394894,47.19266055045872,321.3097493471461,2.099504987068557,2896.090883895574,160.89393799419884,0.10710324978238174,78.18357830669666,2.2489022620424883,886,4883,9274.45703125,2170,48152,36835,0.03904891759157181,0.040293820202350616,0.07988439500331879,0.0432821661233902,0.47380131483078003,943304,1195022,6137,5000,61312,372365,1987,306853,1990,0,31206,479025,70623,0
TensorForce,4.7967032967032965,33.87362637362637,28.25824175824176,53.005494505494504,38.67032967032967,81.26373626373626,571.4323076101698,3.499659843693561,6473.637887866627,359.6465493259236,0.1904774358700566,73.37525233328286,5.329001759479274,21,177,782.6000366210938,44,1217,1066,0.04029941186308861,0.03435039147734642,0.20476190745830536,0.09076062589883804,1.3621516227722168,26452,35429,194,182,1379,12434,34,8265,37,0,568,539,1138,0
TensorLayer,4.5864406779661016,28.627118644067796,22.196610169491525,41.74576271186441,33.2135593220339,63.94237288135593,422.0715402866845,3.3590403169727665,3886.132446205196,215.8962470113999,0.14069051342889502,72.48914714170715,2.4669794195926746,70,621,1374.6666259765625,162,4894,3698,0.08746245503425598,0.0874490737915039,0.2107936590909958,0.41027623414993286,5.671710968017578,42281,55964,316,295,2049,16417,62,18081,65,0,2668,966,5640,0
TensorLayerX,5.605042016806722,45.61764705882353,37.529411764705884,70.74789915966386,51.22268907563025,108.27731092436974,797.8803822165843,4.338164419022144,9473.92744536832,526.3293025204624,0.265960127405528,65.98904930467297,2.1932651502295673,105,1465,3508.25927734375,265,7338,4881,0.07796377688646317,0.09295785427093506,0.1940992772579193,0.47628259658813477,5.828128337860107,62606,78939,994,238,4635,23900,48,27813,51,0,2347,1769,9114,0
torchvision,5.337028824833703,37.33259423503326,27.647450110864746,50.87361419068736,42.669623059866964,78.5210643015521,563.9114110181054,3.5767135033877264,6046.322669696381,335.9068149831323,0.1879704703393683,70.6319138596719,4.017551323880581,107,538,1183.647705078125,333,8411,5901,0.0694897472858429,0.0783577561378479,0.09667707234621048,0.10690309852361679,1.510593295097351,84919,107341,979,451,4756,33343,127,19281,130,0,3864,1343,8186,0
TPOT,1.9102564102564104,15.128205128205128,9.833333333333334,18.294871794871796,17.03846153846154,28.128205128205128,198.3433273619575,1.1798852593168765,1757.2006880253612,97.6222604458534,0.06611444245398583,86.498296222164,2.339941881554948,10,36,45.66666793823242,28,581,308,0.03356216475367546,0.04768157750368118,0.1111111119389534,0.040197111666202545,1.051864743232727,9177,12185,21,78,386,2956,30,3033,33,0,55,708,588,0
Transformers,6.231448185681595,51.35632559660019,46.40372670807454,81.88166067342269,57.58777378228179,128.28538738149723,937.7979838187854,4.7798156111884795,12474.980316050709,693.0544620028113,0.31259932793959516,64.18519726814957,4.196742421474634,4391,94831,2844476.0,19238,353572,272225,0.2711855471134186,0.2780430018901825,0.31172722578048706,13.024434089660645,70.46231079101562,1003833,1271645,11585,3050,45298,395313,736,236770,739,0,36038,21123,113238,0
TTS,4.291984732824427,24.14885496183206,18.72328244274809,34.75954198473283,28.44083969465649,53.482824427480914,357.63722571164584,2.9802524544012585,3864.6289579823724,214.7016087767985,0.11921240857054853,76.38781605220464,3.1995713951470597,127,764,10025.1044921875,427,7096,5942,0.09387342631816864,0.09233091026544571,0.32738372683525085,0.614916205406189,6.664656639099121,63298,76854,575,522,2728,23564,143,16580,146,0,3136,382,6436,0
vit-pytorch,9.157894736842104,37.70175438596491,29.68421052631579,53.175438596491226,46.85964912280702,82.85964912280701,484.28141382895296,6.4607724512025495,3907.8807107407943,217.10448393004407,0.16142713794298436,53.75062756156172,1.9548900289836861,4,24,310.0,8,220,166,0.023623168468475342,0.022554850205779076,0.5,0.09079265594482422,1.5825666189193726,7027,9754,242,57,669,3881,5,437,8,0,341,178,1388,0
Yellowbrick,2.2452830188679247,10.437106918238994,7.091194968553459,12.751572327044025,12.682389937106919,19.842767295597483,106.5106111721431,1.3801893443140707,474.12273984794814,26.340152213774914,0.03550353705738106,81.61426274407638,2.11435158173131,49,178,399.5151672363281,110,3429,2110,0.05651230737566948,0.06833399832248688,0.15905998647212982,0.10800562798976898,1.8028278350830078,37337,50180,197,318,1584,9863,150,21276,153,0,1603,801,2982,0
